product,brand,reviewer,review_type,skin_type,acne_prone,tone,undertone,shade,stayed_matte,wear_hours,broke_out,oxidized,would_repurchase,overall,is_sponsored,key_quote
Revlon ColorStay,Revlon,Nadia Vega,single_review,"combination, oily",yes,medium,neutral,300,mostly,5,not_mentioned,no,not_mentioned,positive,True,"For 14.99 I feel like it's pretty good pretty good... if I were to rank this right now I would give it a 7 out of 10... after wear, maybe like an 8 to an 8.5 out of 10."
Revlon ColorStay,Revlon,Magdaline Janet,single_review,oily,unknown,medium,unknown,350 Rich tan,mostly,12,not_mentioned,no,yes,positive,False,This Foundation wow it is freaking amazing this Foundation is really doing the damn thing it is the perfect matte and long wearing blurring Foundation
Revlon ColorStay,Revlon,Nana Beauty,single_review,combination,yes,medium,neutral,600 Cinnamon,mostly,,no,no,yes,positive,False,This Revlon Foundation absolutely love it absolutely love it I love the old formula this is the new formula both of them are the same to me I don't see much of a difference this is a great are excellent everyday Foundation everyday Work Foundation
Revlon ColorStay,Revlon,Imani Bautista,single_review,normal to slightly dry,yes,medium,cool,natural tan,mostly,10,not_mentioned,no,yes,positive,False,the foundation still looks phenomenal I mean are we seeing this you guys it looks amazing
Revlon ColorStay,Revlon,Kelechi R Eluma ,single_review,oily,unknown,unknown,unknown,500 walnuts,no,7,not_mentioned,not_mentioned,yes,positive,False,I have oily skin and I am in love with this Foundation... to me the medium coverage is really really good... you can see my face looks hydrating but my oil is not really speaking through... this is just the right foundation for oily and combination skin.
Revlon ColorStay,Revlon,Shannon Lansing,single_review,normal/dry,unknown,deep,unknown,395 deep honey,yes,14,not_mentioned,yes,not_mentioned,positive,False,I just got done with my friend's daughter's birthday and I'm meeting up with another friend right now and we're gonna go eat hot pot... this is what the foundation looked like after 14 hours... I really did like you guys I did not get oily so I do recommend it
Revlon ColorStay,Revlon,Anne Clutz,comparison,oily,yes,medium,warm,"L'Oreal 110, Revlon Warm Golden",no,12,not_mentioned,not_mentioned,not_mentioned,mixed,False,Mas maganda pa rin talaga to (Revlon) kesa dito (L'Oreal). Mas oily talaga to (L'Oreal).
Smashbox Studio Skin,Smashbox,Taylor Wynn,single_review,combination,yes,light,warm,0.5,mostly,13.5,not_mentioned,yes,not_mentioned,mixed,False,"For the foundation being on for almost 14 hours, it looks really good. I feel like this is one of the first foundations in a while that has pretty much totally controlled my oil... I think it oxidized a tad throughout the day... I'm not totally in love with this. I'm not in love with how it feels on my face. It feels very heavy."
Smashbox Studio Skin,Smashbox,Samantha Jane,single_review,oily,unknown,medium,unknown,3.1,mostly,10,not_mentioned,no,not_mentioned,positive,False,I'm very very happy with how this has performed and now that I have it powdered I think it looks really good didn't oxidize on my skin either
Smashbox Studio Skin,Smashbox,BiancaReneeToday,single_review,oily,unknown,medium,warm,not explicitly stated but matched similar to L'Oreal Infallible shade,yes,9.5,not_mentioned,no,yes,positive,False,After nine and a half hours my skin looks really really good and I think this definitely deserves a spot in at least my top three favorite high-end foundations.
Smashbox Studio Skin,Smashbox,Thrift Thick,single_review,oily,yes,fair,neutral,at one point one skir (fair light neutral),no,10.5,not_mentioned,not_mentioned,not_mentioned,mixed,False,it promises shine control I don't for who like I don't understand maybe did this foundation say it was good for all skin types maybe it try and control for people who have dry skin but if you have oily skin like me I didn't find it to be oil controlling or shine controlling in the slightest also it transfers that's a huge huge carnage
Smashbox Studio Skin,Smashbox,Nikkia Joy,single_review,oily,unknown,light,warm,2.35 light medium with a warm golden undertone,mostly,6,not_mentioned,not_mentioned,no,negative,False,my skin is looking absolutely terrible in this foundation ... it is caked and separated all around my mouth ... it looks so bad
Smashbox Studio Skin,Smashbox,Ivory Cherry,single_review,oily,yes,unknown,unknown,3.02,mostly,9,not_mentioned,no,not_mentioned,positive,False,so far I'm really liking this foundation I think it's very compatible with people with oily skin
Tarte Shape Tape,Tarte,KWKosta,single_review,oily,yes,fair,neutral,fair light neutral,no,10,not_mentioned,no,no,negative,False,for this to look like this after 10 hours I'm not impressed I'm not impressed at all
Tarte Shape Tape,Tarte,All Beauty By Sarah,single_review,combination,unknown,medium,warm,35G medium golden,mostly,9,not_mentioned,no,yes,positive,False,It stayed put it stayed looking beautiful even after a hit and strength workout I mean I was sweating a lot and this held up and it does not look like it broke up
Tarte Shape Tape,Tarte,Vanessa Lopez,single_review,oily,yes,fair,warm,12s fair sand,mostly,9,not_mentioned,no,not_mentioned,positive,False,The foundation looks frickin flawless we are four hours in ... nothing is fading I don't feel like I'm getting really oily ... everything is looking really good so far ... it is now the end of the night and I am ready to give you guys this final check-in it is now 8:24 p.m. so I've had this foundation on for a l
Tarte Shape Tape,Tarte,Zabrena ,single_review,oily,unknown,fair,neutral,12B Fair Beige,no,12,not_mentioned,no,no,negative,False,it's just gross it's it's been 12 hours at this point I've been wearing this Foundation all day and it looks just plain nasty ... it really broke apart all over my face ... I do not recommend this Foundation to you no this is horrible horrible
Tarte Shape Tape,Tarte,Thrift Thick,single_review,oily,yes,fair,neutral,16n Fair light neutral,no,7,not_mentioned,no,not_mentioned,mixed,False,the foundation looks real rough around my mouth it just has gathered it has caked has separated really badly
Tarte Shape Tape,Tarte,ThatsSoYin,roundup,normal,unknown,light,warm,Light Medium Sand,mostly,,not_mentioned,no,yes,positive,False,at the end of the day i had more of a demi matte finish... it doesn't feel heavy at all and i think that throughout the day it was just so consistent... the face tape is my favorite out of all the other foundations
Too Faced Born This Way,Too Faced,Nikkia Joy,single_review,oily,unknown,medium,unknown,golden,no,6.5,not_mentioned,no,not_mentioned,mixed,False,this is going to be a short wear foundation so something that I can pop on you know when I want to look really beautiful and dewy as opposed to something that I could chuck on in the morning and leave all day long without having to touch up
Too Faced Born This Way,Too Faced,Thrift Thick,single_review,oily,unknown,light,neutral,vanilla and cloud,yes,,not_mentioned,yes,no,negative,False,i have not felt oily at all today ... however i'm pretty sure that's all i can think of when it comes to the pros
Too Faced Born This Way,Too Faced,Mufidah Mukhtar,single_review,oily,unknown,medium,unknown,Chestnut,mostly,12,not_mentioned,no,not_mentioned,positive,False,"it's been really really hot today so this is the nose mask i was using and as you can see, just the nose portion got smudged and just a little bit around my mustache area and then my lips but not much of the foundation has climbed onto the nose mask i'm really really impressed"
Too Faced Born This Way,Too Faced,Tammi Clarke,single_review,oily,unknown,medium,warm,maple (with a bit of warm sand mixed),mostly,7,not_mentioned,no,not_mentioned,positive,True,"""Honestly I'm not mad at this foundation for the amount of time I've had it on... It's been like six how many hours have been 11:30 basically seven hours of wear and this is how we're looking it hasn't separated it hasn't gone all weird it still looks pretty fine"""
Too Faced Born This Way,Too Faced,Kirsty Lo,comparison,oily,unknown,light,olive,"TWW2 Ratan for Double Wear, Warm Nude for Too Faced",mostly,10,not_mentioned,no,yes,positive,False,This Too Faced Born This Way Matt Foundation is probably one of the best foundations that I've ever used it's super long lasting and it controlled my oils all day
Too Faced Born This Way,Too Faced,Magdaline Janet,single_review,oily,unknown,medium,neutral,warm beige,mostly,12,not_mentioned,no,not_mentioned,positive,False,it looks good for it being all day long... I do think their products are still very very solid
elf Flawless Satin,e.l.f.,Drea CN,single_review,oily,no,unknown,unknown,Sand Beige,mostly,9,not_mentioned,no,not_mentioned,positive,False,I'm so happy that this was a good wear test that it ended up being a great product so I'm very happy with this product
elf Flawless Satin,e.l.f.,Adrika,single_review,combination to oily,yes,unknown,unknown,sand,no,8,not_mentioned,not_mentioned,not_mentioned,mixed,False,I think it's geared more towards drier skin types and be normal to combination to dry not so much towards oily skin although I do think it really did work out for me
elf Flawless Satin,e.l.f.,Nikkia Joy,single_review,oily,unknown,medium,unknown,sand,no,12,not_mentioned,not_mentioned,not_mentioned,mixed,False,"""I'm very oily through my t-zone and kind of to the point where the makeup is shifting around moving around and kind of it's starting to separate... but surprisingly this actually hasn't progressed any further"""
elf Flawless Satin,e.l.f.,SilviaMBeauty,single_review,oily,yes,unknown,unknown,Sand,mostly,12,not_mentioned,not_mentioned,no,mixed,False,I do feel like that the foundation did keep me matte throughout the day but I haven't touched up at all my face still doesn't look like super oily or greasy
elf Flawless Satin,e.l.f.,Stephanie Holiday,single_review,oily,unknown,unknown,unknown,not_mentioned,no,10,not_mentioned,not_mentioned,no,mixed,False,"Only because after about 6 7 hours, it did start to crack and just crease. And is that horrible? No, not really, but there are better foundations out there."
elf Flawless Satin,e.l.f.,Foundation Lady,single_review,slightly dry,unknown,unknown,unknown,mix of 120 Pearl and 220 Beige,mostly,10,not_mentioned,yes,not_mentioned,positive,False,"Throughout the day, as I caught glimpses of my skin in the mirror, it looked better and better."
